Géographie;Système de classification des industries de l'Amérique du Nord (SCIAN);Ajustements;Période de référence;Ventes totles du commerce de détil
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;mai-22;2 040 008
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juin-22;2 059 942
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juil-22;1 975 922
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;août-22;2 014 393
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;sept-22;2 027 213
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;oct-22;1 990 311
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;nov-22;1 971 940
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;déc-22;1 969 984
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;janv-23;1 931 489
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;févr-23;1 988 219
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;mars-23;1 961 659
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;avr-23;1 925 423
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;mai-23;1 853 337
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juin-23;1 897 593
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juil-23;1 903 793
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;août-23;1 902 143
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;sept-23;1 888 056
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;oct-23;1 874 343
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;nov-23;1 935 119
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;déc-23;1 865 570
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;janv-24;1 856 745
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;févr-24;1 906 503
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;mars-24;1 832 608
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;avr-24;1 850 940
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;mai-24;1 863 477
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juin-24;1 841 892
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;juil-24;1 874 427
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;août-24;1 841 938
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;sept-24;1 895 907
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;oct-24;1 889 898
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;nov-24;1 910 586
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;déc-24;1 880 373
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;janv-25;1 970 156
Canada;Détaillants de meubles, de revêtements de sol, garnitures de fenêtres et d'accessoires de maisons  [4491];Désaisonnalisées;févr-25;1 883 718B
Canada;Détaillants de meubles  [44911];Désaisonnalisées;févr-22;1 287 680
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mars-22;1 312 598
Canada;Détaillants de meubles  [44911];Désaisonnalisées;avr-22;1 307 608
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mai-22;1 289 473
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juin-22;1 287 915
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juil-22;1 244 938
Canada;Détaillants de meubles  [44911];Désaisonnalisées;août-22;1 265 782
Canada;Détaillants de meubles  [44911];Désaisonnalisées;sept-22;1 249 691
Canada;Détaillants de meubles  [44911];Désaisonnalisées;oct-22;1 259 949
Canada;Détaillants de meubles  [44911];Désaisonnalisées;nov-22;1 245 876
Canada;Détaillants de meubles  [44911];Désaisonnalisées;déc-22;1 245 363
Canada;Détaillants de meubles  [44911];Désaisonnalisées;janv-23;1 192 153
Canada;Détaillants de meubles  [44911];Désaisonnalisées;févr-23;1 231 136
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mars-23;1 210 148
Canada;Détaillants de meubles  [44911];Désaisonnalisées;avr-23;1 200 399
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mai-23;1 145 791
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juin-23;1 194 441
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juil-23;1 208 094
Canada;Détaillants de meubles  [44911];Désaisonnalisées;août-23;1 196 680
Canada;Détaillants de meubles  [44911];Désaisonnalisées;sept-23;1 203 567
Canada;Détaillants de meubles  [44911];Désaisonnalisées;oct-23;1 183 724
Canada;Détaillants de meubles  [44911];Désaisonnalisées;nov-23;1 195 289
Canada;Détaillants de meubles  [44911];Désaisonnalisées;déc-23;1 173 592
Canada;Détaillants de meubles  [44911];Désaisonnalisées;janv-24;1 199 705
Canada;Détaillants de meubles  [44911];Désaisonnalisées;févr-24;1 219 226
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mars-24;1 183 747
Canada;Détaillants de meubles  [44911];Désaisonnalisées;avr-24;1 160 473
Canada;Détaillants de meubles  [44911];Désaisonnalisées;mai-24;1 153 811
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juin-24;1 146 750
Canada;Détaillants de meubles  [44911];Désaisonnalisées;juil-24;1 165 664
Canada;Détaillants de meubles  [44911];Désaisonnalisées;août-24;1 149 401
Canada;Détaillants de meubles  [44911];Désaisonnalisées;sept-24;1 155 752
Canada;Détaillants de meubles  [44911];Désaisonnalisées;oct-24;1 171 682
Canada;Détaillants de meubles  [44911];Désaisonnalisées;nov-24;1 177 379
Canada;Détaillants de meubles  [44911];Désaisonnalisées;déc-24;1 183 088
Canada;Détaillants de meubles  [44911];Désaisonnalisées;janv-25;1 224 545
Canada;Détaillants de meubles  [44911];Désaisonnalisées;févr-25;1 186 830B
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;févr-22;766 962
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mars-22;768 044
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;avr-22;771 611
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mai-22;750 535
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juin-22;772 027
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juil-22;730 984
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;août-22;748 611
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;sept-22;777 522
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;oct-22;730 362
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;nov-22;726 064
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;déc-22;724 621
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;janv-23;739 336
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;févr-23;757 083
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mars-23;751 512
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;avr-23;725 024
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mai-23;707 546
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juin-23;703 153
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juil-23;695 699
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;août-23;705 463
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;sept-23;684 489
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;oct-23;690 619
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;nov-23;739 830
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;déc-23;691 978
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;janv-24;657 040
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;févr-24;687 277
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mars-24;648 862
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;avr-24;690 467
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;mai-24;709 666
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juin-24;695 141
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;juil-24;708 763
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;août-24;692 537
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;sept-24;740 155
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;oct-24;718 216
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;nov-24;733 207
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;déc-24;697 285
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;janv-25;745 611
Canada;Détaillants de revêtements de sol, garnitures de fenêtres et autres accessoires de maison  [44912];Désaisonnalisées;févr-25;696 887B
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;févr-22;1 643 404
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mars-22;1 677 265
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;avr-22;1 698 721
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mai-22;1 689 683
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juin-22;1 690 287
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juil-22;1 640 204
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;août-22;1 615 876
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;sept-22;1 617 214
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;oct-22;1 597 400
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;nov-22;1 595 463
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;déc-22;1 749 694
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;janv-23;1 671 696
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;févr-23;1 746 652
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mars-23;1 830 219
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;avr-23;1 687 128
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mai-23;1 735 049
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juin-23;1 707 983
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juil-23;1 745 683
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;août-23;1 762 471
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;sept-23;1 743 166
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;oct-23;1 752 554
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;nov-23;1 784 650
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;déc-23;1 725 602
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;janv-24;1 735 671
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;févr-24;1 730 508
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mars-24;1 719 492
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;avr-24;1 760 258
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;mai-24;1 725 084
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juin-24;1 748 190
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;juil-24;1 760 655
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;août-24;1 768 283
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;sept-24;1 779 078
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;oct-24;1 790 882
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;nov-24;1 782 008
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;déc-24;1 831 692
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;janv-25;1 845 190
Canada;Détaillants d'appareils électroniques et ménagers  [4492];Désaisonnalisées;févr-25;1 820 485
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;févr-22;8 022 189
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mars-22;8 140 926
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;avr-22;8 188 604
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mai-22;8 419 034
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juin-22;8 694 039
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juil-22;8 591 735
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;août-22;8 526 073
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;sept-22;8 550 478
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;oct-22;8 535 034
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;nov-22;8 602 730
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;déc-22;8 615 913
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;janv-23;8 575 765
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;févr-23;8 243 542
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mars-23;8 466 014
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;avr-23;8 753 928
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mai-23;8 689 513
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juin-23;8 593 153
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juil-23;8 725 506
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;août-23;8 762 241
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;sept-23;8 792 854
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;oct-23;8 954 827
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;nov-23;8 816 504
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;déc-23;8 930 222
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;janv-24;8 969 526
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;févr-24;8 931 514
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mars-24;8 979 490
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;avr-24;9 011 784
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;mai-24;8 940 958
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juin-24;8 943 355
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;juil-24;9 016 781
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;août-24;9 051 867
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;sept-24;9 102 126
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;oct-24;9 098 652
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;nov-24;8 951 981
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;déc-24;9 323 211
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;janv-25;9 416 731
Canada;Détaillants de marchandises diverses  [455];Désaisonnalisées;févr-25;9 525 461
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;févr-22;4 690 377
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mars-22;4 783 565
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;avr-22;4 833 348
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mai-22;4 934 687
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juin-22;5 023 919
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juil-22;5 027 056
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;août-22;5 032 476
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;sept-22;5 075 651
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;oct-22;5 089 956
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;nov-22;5 155 747
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;déc-22;5 201 610
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;janv-23;5 183 061
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;févr-23;5 229 367
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mars-23;5 283 658
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;avr-23;5 304 955
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mai-23;5 338 378
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juin-23;5 346 422
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juil-23;5 379 884
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;août-23;5 464 314
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;sept-23;5 479 012
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;oct-23;5 564 974
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;nov-23;5 658 490
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;déc-23;5 516 675
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;janv-24;5 571 447
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;févr-24;5 593 968
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mars-24;5 559 250
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;avr-24;5 649 109
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;mai-24;5 604 060
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juin-24;5 590 264
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;juil-24;5 652 973
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;août-24;5 668 756
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;sept-24;5 713 782
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;oct-24;5 769 704
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;nov-24;5 779 696
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;déc-24;5 840 543
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;janv-25;5 908 513
Canada;Détaillants de produits de santé et de soins personnels  [456];Désaisonnalisées;févr-25;5 944 609B
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;févr-22;6 916 916
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mars-22;7 610 830
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;avr-22;7 741 967
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mai-22;8 536 865
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juin-22;8 811 516
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juil-22;7 575 751
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;août-22;7 373 533
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;sept-22;7 097 035
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;oct-22;7 565 771
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;nov-22;7 523 366
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;déc-22;6 946 879
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;janv-23;6 941 134
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;févr-23;6 705 683
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mars-23;6 530 019
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;avr-23;6 421 609
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mai-23;6 300 774
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juin-23;6 404 210
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juil-23;6 337 795
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;août-23;6 634 640
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;sept-23;6 922 268
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;oct-23;6 569 522
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;nov-23;6 570 297
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;déc-23;6 517 538
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;janv-24;6 466 167
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;févr-24;6 392 903
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mars-24;6 363 238
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;avr-24;6 605 872
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;mai-24;6 532 646
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juin-24;6 479 024
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;juil-24;6 468 113
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;août-24;6 284 098
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;sept-24;6 140 763
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;oct-24;6 156 428
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;nov-24;6 214 550
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;déc-24;6 484 538
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;janv-25;6 695 599
Canada;Stations-service et marchands de combustibles  [457];Désaisonnalisées;févr-25;6 715 481B
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;févr-22;3 313 560
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mars-22;3 397 510
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;avr-22;3 301 054
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mai-22;3 426 602
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juin-22;3 493 622
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;juil-22;3 384 922
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;août-22;3 414 884
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;sept-22;3 487 441
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;oct-22;3 429 670
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;nov-22;3 456 403
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;déc-22;3 405 636
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;janv-23;3 450 655
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;févr-23;3 525 262
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;mars-23;3 529 266
Canada;Détaillants de vêtements , d'accessoires vestimentaires, de chaussures, bijouteries, bagages et de maroquinerie  [458];Désaisonnalisées;avr-23;3 547 348
